,time,A:SPY,B:QQQ
1493,2022/3/15 20:45,419.02,320.68
1494,2022/3/15 20:46,419.33,320.98
1495,2022/3/15 20:47,419.22,320.82
1496,2022/3/15 20:48,419.23,320.87
1497,2022/3/15 20:49,419.35,320.89
1498,2022/3/15 20:50,419.05,320.63
1499,2022/3/15 20:51,419.17,320.56
1500,2022/3/15 20:52,419.12,320.58
1501,2022/3/15 20:53,419.24,320.68
1502,2022/3/15 20:54,419.11,320.48
1503,2022/3/15 20:55,419.2,320.68
1504,2022/3/15 20:56,419.22,320.64
1505,2022/3/15 20:57,419.27,320.74
1506,2022/3/15 20:58,419.25,320.69
1507,2022/3/15 20:59,419.25,320.64
1508,2022/3/15 21:00,419.37,320.81
1509,2022/3/15 21:01,419.33,320.69
1510,2022/3/15 21:02,419.3,320.59
1511,2022/3/15 21:03,419.27,320.5
1512,2022/3/15 21:04,419.41,320.74
1513,2022/3/15 21:05,419.37,320.75
1514,2022/3/15 21:06,419.37,320.71
1515,2022/3/15 21:07,419.41,320.8
1516,2022/3/15 21:08,419.64,320.96
1517,2022/3/15 21:10,419.81,321.12
1518,2022/3/15 21:11,420.08,321.39
1519,2022/3/15 21:12,419.9,321.26
1520,2022/3/15 21:13,419.9,321.28
1521,2022/3/15 21:14,419.68,321.11
1522,2022/3/15 21:15,419.67,321.14
1523,2022/3/15 21:16,419.75,321.16
1524,2022/3/15 21:17,419.68,320.99
1525,2022/3/15 21:18,419.57,320.93
1526,2022/3/15 21:19,419.62,320.94
1527,2022/3/15 21:20,419.62,320.88
1528,2022/3/15 21:21,419.47,320.78
1529,2022/3/15 21:22,419.49,320.72
1530,2022/3/15 21:23,419.43,320.64
1531,2022/3/15 21:24,419.28,320.5
1532,2022/3/15 21:25,419.18,320.25
1533,2022/3/15 21:26,419.09,320.39
1534,2022/3/15 21:27,419.28,320.67
1535,2022/3/15 21:28,419.52,320.78
1536,2022/3/15 21:29,419.78,321.1
1537,2022/3/15 21:30,420.3,321.73
1538,2022/3/15 21:31,420.57,321.5
1539,2022/3/15 21:32,421.19,322.01
1540,2022/3/15 21:33,420.91,321.77
1541,2022/3/15 21:34,420.69,321.41
1542,2022/3/15 21:35,420.77,321.5
1543,2022/3/15 21:36,420.65,321.1
1544,2022/3/15 21:37,420.21,320.52
1545,2022/3/15 21:38,420.06,320.38
1546,2022/3/15 21:39,420.13,320.56
1547,2022/3/15 21:40,420.22,320.57
1548,2022/3/15 21:41,419.57,320.02
1549,2022/3/15 21:42,418.92,319.48
1550,2022/3/15 21:43,418.56,319.59
1551,2022/3/15 21:44,418.58,319.73
1552,2022/3/15 21:45,418.65,319.79
1553,2022/3/15 21:46,418.57,319.37
1554,2022/3/15 21:47,418.97,319.63
1555,2022/3/15 21:48,418.85,319.47
1556,2022/3/15 21:49,419.12,319.88
1557,2022/3/15 21:50,419.1,319.8
1558,2022/3/15 21:51,419.43,320.26
1559,2022/3/15 21:52,419.37,320.37
1560,2022/3/15 21:53,419.55,320.44
1561,2022/3/15 21:54,419.25,320.46
1562,2022/3/15 21:55,419.73,320.93
1563,2022/3/15 21:56,420.09,321.33
1564,2022/3/15 21:57,420.25,321.47
1565,2022/3/15 21:58,420.48,321.72
1566,2022/3/15 21:59,420.38,321.49
1567,2022/3/15 22:00,420.71,321.93
1568,2022/3/15 22:01,420.39,321.44
1569,2022/3/15 22:02,419.86,321.27
1570,2022/3/15 22:03,420.46,321.81
1571,2022/3/15 22:04,420.81,322.42
1572,2022/3/15 22:05,420.81,322.43
1573,2022/3/15 22:06,420.34,322.25
1574,2022/3/15 22:07,420.04,321.99
1575,2022/3/15 22:08,420.19,321.95
1576,2022/3/15 22:09,420.02,321.87
1577,2022/3/15 22:10,419.64,321.61
1578,2022/3/15 22:11,419.24,321.29
1579,2022/3/15 22:12,419.23,321.14
1580,2022/3/15 22:13,419.37,321.27
1581,2022/3/15 22:14,419.47,321.3
1582,2022/3/15 22:15,419.415,321.13
1583,2022/3/15 22:16,419.84,321.51
1584,2022/3/15 22:17,419.68,321.35
1585,2022/3/15 22:18,420.07,321.87
1586,2022/3/15 22:19,420.34,322.05
1587,2022/3/15 22:20,420.39,322.24
1588,2022/3/15 22:21,420.47,322.45
1589,2022/3/15 22:22,420.46,322.39
1590,2022/3/15 22:23,420.66,322.43
1591,2022/3/15 22:24,420.99,322.85
1592,2022/3/15 22:25,420.93,322.69
1593,2022/3/15 22:26,420.8,322.63
1594,2022/3/15 22:27,421.21,323.06
1595,2022/3/15 22:28,421.44,323.15
1596,2022/3/15 22:29,421.66,323.45
1597,2022/3/15 22:30,421.94,323.72
1598,2022/3/15 22:31,422.43,324.24
1599,2022/3/15 22:32,422.4,324.08
1600,2022/3/15 22:33,422.25,323.98
1601,2022/3/15 22:34,421.96,323.77
1602,2022/3/15 22:35,422.25,324.05
1603,2022/3/15 22:36,422.33,324.17
1604,2022/3/15 22:37,422.4,324.37
1605,2022/3/15 22:38,422.21,324.27
1606,2022/3/15 22:39,422.25,324.24
1607,2022/3/15 22:40,422.42,324.32
1608,2022/3/15 22:41,422.03,323.96
1609,2022/3/15 22:42,421.99,323.99
1610,2022/3/15 22:43,422.22,324.26
1611,2022/3/15 22:44,422.32,324.47
1612,2022/3/15 22:45,422.65,324.66
1613,2022/3/15 22:46,422.575,324.585
1614,2022/3/15 22:47,422.27,324.3
1615,2022/3/15 22:48,422.39,324.57
1616,2022/3/15 22:49,422.5,324.77
1617,2022/3/15 22:50,422.35,324.55
1618,2022/3/15 22:51,422.11,324.28
1619,2022/3/15 22:52,421.89,324.15
1620,2022/3/15 22:53,421.98,324.23
1621,2022/3/15 22:54,422.05,324.46
1622,2022/3/15 22:55,422.01,324.29
1623,2022/3/15 22:56,422.04,324.29
1624,2022/3/15 22:57,421.97,324.11
1625,2022/3/15 22:58,421.57,323.89
1626,2022/3/15 22:59,421.76,324.06
1627,2022/3/15 23:00,421.79,324.1
1628,2022/3/15 23:01,422.04,324.23
1629,2022/3/15 23:02,422.08,324.23
1630,2022/3/15 23:03,422.14,324.39
1631,2022/3/15 23:04,422.3,324.78
1632,2022/3/15 23:05,422.19,324.69
1633,2022/3/15 23:06,422.3,324.75
1634,2022/3/15 23:07,422.33,324.82
1635,2022/3/15 23:08,422.32,324.84
1636,2022/3/15 23:09,422.33,324.86
1637,2022/3/15 23:10,422.32,324.87
1638,2022/3/15 23:11,422.07,324.62
1639,2022/3/15 23:12,422.12,324.7
1640,2022/3/15 23:13,422.27,324.87
1641,2022/3/15 23:14,422.26,324.93
1642,2022/3/15 23:15,422.24,324.87
1643,2022/3/15 23:16,421.97,324.58
1644,2022/3/15 23:17,422.13,324.73
1645,2022/3/15 23:18,422.43,325.08
1646,2022/3/15 23:19,422.4,324.88
1647,2022/3/15 23:20,422.38,324.77
1648,2022/3/15 23:21,421.9,324.41
1649,2022/3/15 23:22,422,324.52
1650,2022/3/15 23:23,422.1,324.58
1651,2022/3/15 23:24,422.17,324.62
1652,2022/3/15 23:25,422.72,325.2
1653,2022/3/15 23:26,422.74,325.34
1654,2022/3/15 23:27,422.7,325.26
1655,2022/3/15 23:28,422.97,325.53
1656,2022/3/15 23:29,423.17,325.74
1657,2022/3/15 23:30,423.04,325.66
1658,2022/3/15 23:31,423.33,326.12
1659,2022/3/15 23:32,423.25,326.12
1660,2022/3/15 23:33,423.48,326.45
1661,2022/3/15 23:34,423.54,326.49
1662,2022/3/15 23:35,423.73,326.85
1663,2022/3/15 23:36,423.73,326.79
1664,2022/3/15 23:37,423.8,326.72
1665,2022/3/15 23:38,423.76,326.66
1666,2022/3/15 23:39,423.66,326.55
1667,2022/3/15 23:40,423.4,326.25
1668,2022/3/15 23:41,423.48,326.29
1669,2022/3/15 23:42,423.63,326.39
1670,2022/3/15 23:43,423.58,326.29
1671,2022/3/15 23:44,423.61,326.2
1672,2022/3/15 23:45,423.61,326.09
1673,2022/3/15 23:46,423.89,326.21
1674,2022/3/15 23:47,423.77,326.13
1675,2022/3/15 23:48,423.86,326.2
1676,2022/3/15 23:49,424.04,326.41
1677,2022/3/15 23:50,424.14,326.52
1678,2022/3/15 23:51,424.15,326.36
1679,2022/3/15 23:52,424.09,326.34
1680,2022/3/15 23:53,424.15,326.34
1681,2022/3/15 23:54,423.19,325.58
1682,2022/3/15 23:55,422.44,324.74
1683,2022/3/15 23:56,422.5,324.95
1684,2022/3/15 23:57,422.1,324.56
1685,2022/3/15 23:58,422.28,324.68
1686,2022/3/15 23:59,422.55,324.89
1687,2022/3/16 0:00,422.26,324.67
1688,2022/3/16 0:01,422.17,324.49
1689,2022/3/16 0:02,421.88,324.11
1690,2022/3/16 0:03,421.92,324.42
1691,2022/3/16 0:04,422.03,324.57
1692,2022/3/16 0:05,422.02,324.72
1693,2022/3/16 0:06,422.61,325.29
1694,2022/3/16 0:07,422.7,325.35
1695,2022/3/16 0:08,422.98,325.66
1696,2022/3/16 0:09,423.11,325.77
1697,2022/3/16 0:10,423.01,325.64
1698,2022/3/16 0:11,422.85,325.44
1699,2022/3/16 0:12,422.99,325.59
1700,2022/3/16 0:13,423.28,325.92
1701,2022/3/16 0:14,423.13,325.74
1702,2022/3/16 0:15,423.22,325.81
1703,2022/3/16 0:16,423.11,325.63
1704,2022/3/16 0:17,423.2,325.66
1705,2022/3/16 0:18,423.23,325.65
1706,2022/3/16 0:19,423.41,325.77
1707,2022/3/16 0:20,423.29,325.64
1708,2022/3/16 0:21,423.25,325.52
1709,2022/3/16 0:22,423.23,325.39
1710,2022/3/16 0:23,423.63,325.85
1711,2022/3/16 0:24,423.9,326.14
1712,2022/3/16 0:25,423.91,326.22
1713,2022/3/16 0:26,423.93,326.41
1714,2022/3/16 0:27,423.87,326.11
1715,2022/3/16 0:28,423.98,326.22
1716,2022/3/16 0:29,424.07,326.22
1717,2022/3/16 0:30,424.02,326.07
1718,2022/3/16 0:31,423.97,325.96
1719,2022/3/16 0:32,423.99,325.92
1720,2022/3/16 0:33,423.95,325.88
1721,2022/3/16 0:34,423.93,325.88
1722,2022/3/16 0:35,424.28,326.23
1723,2022/3/16 0:36,424.31,326.31
1724,2022/3/16 0:37,424.22,326.12
1725,2022/3/16 0:38,424.06,326.07
1726,2022/3/16 0:39,424.31,326.24
1727,2022/3/16 0:40,424.13,326.05
1728,2022/3/16 0:41,423.94,325.82
1729,2022/3/16 0:42,424.06,325.89
1730,2022/3/16 0:43,423.68,325.5
1731,2022/3/16 0:44,423.62,325.46
1732,2022/3/16 0:45,423.58,325.45
1733,2022/3/16 0:46,423.82,325.75
1734,2022/3/16 0:47,423.76,325.69
1735,2022/3/16 0:48,423.4,325.31
1736,2022/3/16 0:49,423.29,325.14
1737,2022/3/16 0:50,423.18,325.06
1738,2022/3/16 0:51,422.95,324.74
1739,2022/3/16 0:52,422.63,324.54
1740,2022/3/16 0:53,422.74,324.73
1741,2022/3/16 0:54,422.91,324.96
1742,2022/3/16 0:55,423.02,324.94
1743,2022/3/16 0:56,423.26,325.16
1744,2022/3/16 0:57,423.58,325.45
1745,2022/3/16 0:58,423.46,325.39
1746,2022/3/16 0:59,423.58,325.51
1747,2022/3/16 1:00,423.77,325.56
1748,2022/3/16 1:01,423.75,325.49
1749,2022/3/16 1:02,423.87,325.6
1750,2022/3/16 1:03,424,325.87
1751,2022/3/16 1:04,423.91,325.76
1752,2022/3/16 1:05,423.87,325.67
1753,2022/3/16 1:06,423.51,325.39
1754,2022/3/16 1:07,423.41,325.31
1755,2022/3/16 1:08,423.46,325.43
1756,2022/3/16 1:09,423.3,325.26
1757,2022/3/16 1:10,423.18,325.26
1758,2022/3/16 1:11,423.11,325.16
1759,2022/3/16 1:12,423.15,325.2
1760,2022/3/16 1:13,422.84,324.84
1761,2022/3/16 1:14,422.47,324.61
1762,2022/3/16 1:15,422.83,324.83
1763,2022/3/16 1:16,422.64,324.62
1764,2022/3/16 1:17,422.58,324.55
1765,2022/3/16 1:18,422.54,324.45
1766,2022/3/16 1:19,422.49,324.33
1767,2022/3/16 1:20,422.49,324.44
1768,2022/3/16 1:21,422.79,324.68
1769,2022/3/16 1:22,422.82,324.72
1770,2022/3/16 1:23,422.95,324.79
1771,2022/3/16 1:24,422.99,324.76
1772,2022/3/16 1:25,423.27,325.02
1773,2022/3/16 1:26,423.32,325.02
1774,2022/3/16 1:27,423.12,324.93
1775,2022/3/16 1:28,422.7,324.56
1776,2022/3/16 1:29,422.14,324.15
1777,2022/3/16 1:30,422.01,324.21
1778,2022/3/16 1:31,422.39,324.54
1779,2022/3/16 1:32,422.36,324.4
1780,2022/3/16 1:33,422.55,324.79
1781,2022/3/16 1:34,422.39,324.63
1782,2022/3/16 1:35,422.62,324.89
1783,2022/3/16 1:36,422.64,324.88
1784,2022/3/16 1:37,422.52,324.67
1785,2022/3/16 1:38,422.36,324.55
1786,2022/3/16 1:39,422.31,324.42
1787,2022/3/16 1:40,422.46,324.55
1788,2022/3/16 1:41,422.46,324.47
1789,2022/3/16 1:42,422.57,324.69
1790,2022/3/16 1:43,422.81,324.81
1791,2022/3/16 1:44,422.62,324.65
1792,2022/3/16 1:45,422.58,324.56
1793,2022/3/16 1:46,422.55,324.41
1794,2022/3/16 1:47,422.75,324.54
1795,2022/3/16 1:48,422.78,324.62
1796,2022/3/16 1:49,422.51,324.35
1797,2022/3/16 1:50,422.72,324.59
1798,2022/3/16 1:51,422.77,324.67
1799,2022/3/16 1:52,422.76,324.67
1800,2022/3/16 1:53,422.79,324.78
1801,2022/3/16 1:54,422.8,324.71
1802,2022/3/16 1:55,423.2,325.06
1803,2022/3/16 1:56,423.02,324.98
1804,2022/3/16 1:57,423.08,325.03
1805,2022/3/16 1:58,423.21,325.22
1806,2022/3/16 1:59,423.2,325.26
1807,2022/3/16 2:00,423.38,325.26
1808,2022/3/16 2:01,423.28,325.24
1809,2022/3/16 2:02,423.2,325.19
1810,2022/3/16 2:03,423.16,325.08
1811,2022/3/16 2:04,422.32,324.31
1812,2022/3/16 2:05,422.48,324.52
1813,2022/3/16 2:06,422.24,324.24
1814,2022/3/16 2:07,422.47,324.47
1815,2022/3/16 2:08,422.9,324.82
1816,2022/3/16 2:09,422.95,324.755
1817,2022/3/16 2:10,422.65,324.49
1818,2022/3/16 2:11,422.6,324.43
1819,2022/3/16 2:12,422.5,324.38
1820,2022/3/16 2:13,422.44,324.4
1821,2022/3/16 2:14,422.43,324.49
1822,2022/3/16 2:15,422.41,324.38
1823,2022/3/16 2:16,422.22,324.33
1824,2022/3/16 2:17,422.15,324.16
1825,2022/3/16 2:18,421.94,323.95
1826,2022/3/16 2:19,421.65,323.68
1827,2022/3/16 2:20,421.61,323.67
1828,2022/3/16 2:21,421.77,323.86
1829,2022/3/16 2:22,421.65,323.7
1830,2022/3/16 2:23,421.89,324.03
1831,2022/3/16 2:24,421.88,324.09
1832,2022/3/16 2:25,422.04,324.22
1833,2022/3/16 2:26,422.21,324.32
1834,2022/3/16 2:27,422.05,324.19
1835,2022/3/16 2:28,422.17,324.38
1836,2022/3/16 2:29,422.08,324.29
1837,2022/3/16 2:30,421.76,323.98
1838,2022/3/16 2:31,421.78,323.93
1839,2022/3/16 2:32,422.07,324.14
1840,2022/3/16 2:33,422.35,324.39
1841,2022/3/16 2:34,422.69,324.71
1842,2022/3/16 2:35,422.74,324.77
1843,2022/3/16 2:36,422.66,324.77
1844,2022/3/16 2:37,422.54,324.67
1845,2022/3/16 2:38,422.42,324.54
1846,2022/3/16 2:39,422.625,324.67
1847,2022/3/16 2:40,422.88,324.83
1848,2022/3/16 2:41,422.99,324.9
1849,2022/3/16 2:42,423.04,324.94
1850,2022/3/16 2:43,423.01,324.83
1851,2022/3/16 2:44,423.11,325.035
1852,2022/3/16 2:45,423.74,325.71
1853,2022/3/16 2:46,423.73,325.68
1854,2022/3/16 2:47,423.77,325.68
1855,2022/3/16 2:48,423.72,325.59
1856,2022/3/16 2:49,423.93,325.75
1857,2022/3/16 2:50,424.15,325.98
1858,2022/3/16 2:51,424.2,326.05
1859,2022/3/16 2:52,424.02,325.83
1860,2022/3/16 2:53,424.17,325.88
1861,2022/3/16 2:54,424.16,325.94
1862,2022/3/16 2:55,424.15,325.93
1863,2022/3/16 2:56,424.13,325.86
1864,2022/3/16 2:57,424.06,325.77
1865,2022/3/16 2:58,424.22,325.86
1866,2022/3/16 2:59,424.64,326.27
1867,2022/3/16 3:00,424.47,326.12
1868,2022/3/16 3:01,424.8,326.43
1869,2022/3/16 3:02,424.72,326.46
1870,2022/3/16 3:03,424.57,326.34
1871,2022/3/16 3:04,424.61,326.33
1872,2022/3/16 3:05,424.78,326.49
1873,2022/3/16 3:06,424.84,326.53
1874,2022/3/16 3:07,424.8,326.55
1875,2022/3/16 3:08,424.84,326.62
1876,2022/3/16 3:09,424.66,326.52
1877,2022/3/16 3:10,424.83,326.64
1878,2022/3/16 3:11,424.82,326.66
1879,2022/3/16 3:12,424.96,326.7
1880,2022/3/16 3:13,424.725,326.45
1881,2022/3/16 3:14,424.71,326.44
1882,2022/3/16 3:15,425.06,326.77
1883,2022/3/16 3:16,425.29,327.02
1884,2022/3/16 3:17,425.5,327.22
1885,2022/3/16 3:18,425.49,327.4
1886,2022/3/16 3:19,425.61,327.44
1887,2022/3/16 3:20,425.45,327.38
1888,2022/3/16 3:21,425.76,327.69
1889,2022/3/16 3:22,425.87,327.74
1890,2022/3/16 3:23,425.78,327.68
1891,2022/3/16 3:24,425.86,327.79
1892,2022/3/16 3:25,425.92,327.8
1893,2022/3/16 3:26,425.87,327.83
1894,2022/3/16 3:27,425.88,327.81
1895,2022/3/16 3:28,425.76,327.67
1896,2022/3/16 3:29,425.78,327.69
1897,2022/3/16 3:30,426,328.04
1898,2022/3/16 3:31,426.26,328.31
1899,2022/3/16 3:32,426.41,328.48
1900,2022/3/16 3:33,426.29,328.43
1901,2022/3/16 3:34,425.88,328.08
1902,2022/3/16 3:35,425.95,328.17
1903,2022/3/16 3:36,425.72,327.87
1904,2022/3/16 3:37,425.87,328.03
1905,2022/3/16 3:38,425.72,327.9
1906,2022/3/16 3:39,425.985,328.14
1907,2022/3/16 3:40,425.64,327.85
1908,2022/3/16 3:41,425.6,327.81
1909,2022/3/16 3:42,425.87,328.04
1910,2022/3/16 3:43,425.64,327.81
1911,2022/3/16 3:44,425.93,327.94
1912,2022/3/16 3:45,425.61,327.74
1913,2022/3/16 3:46,425.83,328.05
1914,2022/3/16 3:47,425.56,327.86
1915,2022/3/16 3:48,425.57,327.82
1916,2022/3/16 3:49,426.1,328.24
1917,2022/3/16 3:50,426.21,328.41
1918,2022/3/16 3:51,426.49,328.7
1919,2022/3/16 3:52,426.53,328.74
1920,2022/3/16 3:53,426.6,328.8
1921,2022/3/16 3:54,426.22,328.44
1922,2022/3/16 3:55,425.975,328.24
1923,2022/3/16 3:56,425.96,328.2
1924,2022/3/16 3:57,425.88,328.11
1925,2022/3/16 3:58,425.75,328.07
1926,2022/3/16 3:59,426.14,328.17
1927,2022/3/16 4:00,426.05,328.14
1928,2022/3/16 4:01,426.06,328.08
1929,2022/3/16 4:02,425.74,327.95
1930,2022/3/16 4:03,425.76,328
1931,2022/3/16 4:04,425.76,327.9
1932,2022/3/16 4:05,425.75,328.02
1933,2022/3/16 4:06,425.5,327.91
1934,2022/3/16 4:07,425.5,327.91
1935,2022/3/16 4:08,425.45,327.79
1936,2022/3/16 4:09,425.46,327.77
1937,2022/3/16 4:10,425.47,327.88
1938,2022/3/16 4:11,425.44,327.77
1939,2022/3/16 4:12,425.59,327.83
1940,2022/3/16 4:13,425.61,327.86
1941,2022/3/16 4:14,425.36,327.76
1942,2022/3/16 4:15,425.41,327.7
1943,2022/3/16 4:16,425.58,327.85
1944,2022/3/16 4:18,425.64,328
1945,2022/3/16 4:19,425.59,327.93
1946,2022/3/16 4:20,425.58,327.95
1947,2022/3/16 4:21,425.69,328.03
1948,2022/3/16 4:22,425.65,327.95
1949,2022/3/16 4:23,425.62,327.94
1950,2022/3/16 4:25,425.65,327.95
1951,2022/3/16 4:26,425.4,327.92
1952,2022/3/16 4:27,425.68,327.94
1953,2022/3/16 4:28,425.54,327.92
1954,2022/3/16 4:29,425.57,327.95
1955,2022/3/16 4:30,425.52,327.91
1956,2022/3/16 4:31,425.5,327.84
1957,2022/3/16 4:33,425.51,327.87
1958,2022/3/16 4:34,425.5,327.83
1959,2022/3/16 4:35,425.47,327.86
1960,2022/3/16 4:36,425.55,327.94
1961,2022/3/16 4:37,425.6,327.97
1962,2022/3/16 4:40,425.88,328.08
1963,2022/3/16 4:44,425.76,328.1
1964,2022/3/16 4:52,425.76,328.06
1965,2022/3/16 4:54,425.72,328.05
1966,2022/3/16 4:59,425.51,327.86
1967,2022/3/16 5:04,425.6,327.99
1968,2022/3/16 5:08,425.46,328
1969,2022/3/16 5:19,425.47,327.97
1970,2022/3/16 5:27,425.55,328.05
1971,2022/3/16 5:54,425.57,328.1
1972,2022/3/16 5:58,425.53,328.11
1973,2022/3/16 6:09,425.31,327.74
1974,2022/3/16 6:14,425.36,327.6
1975,2022/3/16 6:27,425.4,327.84
1976,2022/3/16 6:39,425.23,327.79
1977,2022/3/16 6:43,425.36,327.79
1978,2022/3/16 6:48,425.36,327.8
